ISO,location,year,Avg_Price,Price_Std_Dev
CAISO,0096WD_7_N001,2025,57.39310666666666,2.0022698039058917
CAISO,0096WD_7_N002,2025,57.39310666666666,2.0022698039058917
CAISO,106THSO_LNODED1,2025,44.61441,2.003619565411555
CAISO,10TH_STW_1_1LNODE,2025,44.61321,2.0036195654115585
CAISO,10TH_STW_1_2LNODE,2025,44.61321,2.0036195654115585
CAISO,118THSO_LNODER1,2025,44.64566666666667,2.005020076765647
CAISO,119TH_BP_LNODEXF1,2025,44.01387333333333,0.5031000930563759
CAISO,126THSO_LNODE_LDT1,2025,44.69925333333333,2.007427902225466
CAISO,126THSO_LNODE_LDT2,2025,44.69925333333333,2.007427902225466
CAISO,12STREET_LNODEEET1,2025,44.72358333333333,2.0088886580727525
CAISO,12STREET_LNODEEET2,2025,44.72358333333333,2.0088886580727525
CAISO,12TH_S_LNODENMZ,2025,58.00377666666666,2.0235325313503947
CAISO,12TH_S_LNODEXWQ,2025,58.00377666666666,2.0235325313503947
CAISO,13THSO_LNODED2,2025,45.239576666666665,2.0316937958593395
CAISO,1501WDC2_7_ND001,2025,57.00787666666667,1.988835605104992
CAISO,22ND_ST_LNODEC22,2025,45.09749,2.0257400239912298
CAISO,22ND_ST_LNODEC23,2025,45.04390333333333,2.0233321994258224
CAISO,22ND_ST_LNODEC32,2025,45.04390333333333,2.0233321994258224
CAISO,22ND_ST_LNODEC33,2025,45.09749,2.0257400239912298
CAISO,22ND_ST_LNODEDONED,2025,45.057296666666666,2.023938848540969
CAISO,23RDST_LNODED3,2025,45.72630999999999,2.0535516502635125
CAISO,26FTDROP_GNODEIT,2025,43.459023333333334,1.9516764789363377
CAISO,2C559EQ2_7_N001,2025,56.99637666666666,1.9884292879137881
CAISO,2C559_1_B1,2025,56.99637666666666,1.9884292879137881
CAISO,2C577C1_7_N001,2025,57.099873333333335,1.9920411336198174
CAISO,2NDST_BP_LNODELD1,2025,42.9977,0.49149008820117335
CAISO,2NDST_BP_LNODELD2,2025,43.00206333333333,0.49153508993085354
CAISO,2PBLSM34_7_N001,2025,56.530656666666665,1.9721827592374235
CAISO,3EMIDIO_6_N001,2025,57.08262666666667,1.9914362963784047
CAISO,3EMIDIO_6_N002,2025,57.08262666666667,1.9914362963784047
CAISO,3EMIDIO_6_N003,2025,57.08262666666667,1.9914362963784047
CAISO,3PEAKS_1_BESS1GNODE,2025,46.32468333333333,2.080425701445097
CAISO,3PEAKS_GNODE1,2025,46.32468333333333,2.080425701445097
CAISO,3RDWEST_LNODED1,2025,44.824286666666666,2.0130412549258256
CAISO,3RDWEST_LNODED2,2025,44.824286666666666,2.0130412549258256
CAISO,3RD_HTCH_1_1LNODE,2025,44.782893333333334,2.011240079387176
CAISO,3RD_HTCH_1_2LNODE,2025,44.782893333333334,2.011240079387176
CAISO,3RD_HTCH_1_3LNODE,2025,44.782893333333334,2.011240079387176
CAISO,4C687C2_7_N001,2025,56.27192,1.9631578923764628
CAISO,4C687_1_B1,2025,56.27192,1.9631578923764628
CAISO,4C744C12_7_N001,2025,57.00213,1.9886296198387479
CAISO,4C744C12_7_N002,2025,57.00213,1.9886296198387479
CAISO,4C744C22_7_N001,2025,56.99637666666666,1.9884292879137881
CAISO,4C744C32_7_N001,2025,57.019380000000005,1.9892306156149921
CAISO,4C744C32_7_N002,2025,57.019380000000005,1.9892306156149921
CAISO,4C744C42_7_N001,2025,56.99637666666666,1.9884292879137881
CAISO,4LAKES_1_IPLNODE,2025,45.055276666666664,2.023468445252689
CAISO,5THWEST_LNODED1,2025,44.82874999999999,2.0132415870183067
CAISO,5THWEST_LNODER2,2025,44.82874999999999,2.0132415870183067
CAISO,6972_TAP_LNODENPT,2025,58.36026666666667,2.035966882400922
CAISO,6THSO_LNODED1,2025,44.971646666666665,2.0196562680895336
CAISO,72ND_ST_LNODEOAD,2025,43.77372666666667,1.9659120060758903
CAISO,7AVEN_BP_LNODEFMR,2025,43.542856666666665,0.4977200905462161
CAISO,8TH_ST_LNODEBXG,2025,57.89453666666666,2.019720353720618
CAISO,8TH_ST_LNODELZF,2025,57.89453666666666,2.019720353720618
CAISO,90TH.SO_GNODEPDRP1,2025,44.507239999999996,1.998800074144485
CAISO,90THSO_LNODE-6,2025,44.54296333333334,2.0004065712332904
CAISO,9TH_CENT_1_13_1LNODE,2025,44.70698333333333,2.0078267531172447
CAISO,9TH_CENT_1_13_2LNODE,2025,44.70698333333333,2.0078267531172447
CAISO,A100US_1_B1,2025,57.62884,2.010493343062841
CAISO,AA_LNODE10A,2025,44.80722333333333,2.012700835701456
CAISO,AA_LNODE12A,2025,44.80722333333333,2.012700835701456
CAISO,AA_LNODE13A,2025,44.80722333333333,2.012700835701456
CAISO,AA_LNODE14A,2025,44.80722333333333,2.012700835701456
CAISO,AA_LNODER1A,2025,44.87421333333333,2.0157078441662417
CAISO,AA_LNODER2A,2025,44.87421333333333,2.0157078441662417
CAISO,AA_LNODER4A,2025,44.87421333333333,2.0157078441662417
CAISO,AA_LNODER6A,2025,44.87421333333333,2.0157078441662417
CAISO,ABAJO_LNODELD1,2025,47.59287333333333,2.1373791172913927
CAISO,ABAJO_LNODELDN,2025,47.57501,2.136577788918532
CAISO,ABBSLR_U1GNODE,2025,44.633469999999996,2.00465883054948
CAISO,ABBSLR_U2GNODE,2025,44.633469999999996,2.00465883054948
CAISO,ABIQUIU_LNODEQUIU,2025,44.437780000000004,1.9960498017083654
CAISO,ABRN_LNODEWR1,2025,43.219726666666666,0.4952159783703824
CAISO,ABRN_LNODEWR2,2025,43.219726666666666,0.4952159783703824
CAISO,ABSAROKE_LNODEOAD,2025,45.40358,2.0391101373883647
CAISO,ABSAROKE_LNODEREA,2025,45.40358,2.0391101373883647
CAISO,ACACIA_7_N001,2025,56.30067,1.9641577401267925
CAISO,ACES_3_H2LOADGNODE,2025,50.17048666666667,1.7503309391178956
CAISO,ACOMA_LNODEACOMA,2025,44.464576666666666,1.9972556347231405
CAISO,ACORD_BP_LNODEFMR,2025,43.364043333333335,0.4956750891797286
CAISO,ACTONSC_6_N001,2025,56.933130000000006,1.9862236071500117
CAISO,ACTON_LNODE115,2025,44.16652,0.5048450909932656
CAISO,ACX_GNODESWMPCC,2025,39.712046666666666,1.7838333390295527
CAISO,ACX_LNODENTL,2025,39.712046666666666,1.7838333390295527
CAISO,ACX_LNODEUXL,2025,39.712046666666666,1.7838333390295527
CAISO,ADAIR_1_G01GNODE,2025,44.60264333333333,0.5098300918279893
CAISO,ADAMS_BP_LNODEXF1,2025,45.09110666666667,0.5154150925548566
CAISO,ADCC_2_N001,2025,56.89863333333333,1.9850177741353703
CAISO,ADDY_AVA_7_AVA_ADDYLNODE,2025,44.01932333333334,1.9769440330301065
CAISO,ADEL_NW_LNODEOAD,2025,42.49664,1.9085579260530698
CAISO,ADERAG1_7_N001,2025,60.699160000000006,2.1176060606968434
CAISO,ADLNTO_LNODEDC1BURB,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_LNODEDC1GLEN,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_LNODEDC1LADWP,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_LNODEDC2BURB,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_LNODEDC2GLEN,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_LNODEDC2LADWP,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_NDC1,2025,59.01902666666666,2.0590420919770733
CAISO,ADLNTO_NDC2,2025,59.01902666666666,2.0590420919770733
